id,listing_url,scrape_id,last_scraped,name,description,neighborhood_overview,picture_url,host_id,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
33484884,https://www.airbnb.com/rooms/33484884,20210225210417,2021-02-26,Sunny spacious 2 BR near Porter/ Davis/ Harvard sq,"Beautiful spacious 2 bedroom (sleeps 6 people) in Cambridge near public transportation for rent 7/22- 8/23. Short commute to Harvard square (10 minute drive) with public transportation steps from the house. Near to many restaurants and shops. Bus steps from the house, red line train 5 minute walk. Harvard University 1.5 mile away. <br /><br />Backyard + parking space included <br /><br />The master bedroom suite has two connected rooms with one king sized bed and one full bed. The second bedroom has a bunk bed.","Near some of the best restaurants around, many shops, grovery stores and public transportation. Near Harvard , Tufts, MIT, Lesley",https://a0.muscache.com/pictures/5b596069-8bc6-4824-bf98-d197d177123e.jpg,4234305,https://www.airbnb.com/users/show/4234305,Caroline,2012-11-24,"Cambridge, Massachusetts, United States",I am a life long Cambridge resident. I live in the apartment below the one listed with my husband and two children. I am happy to help out with anythingI can! ,within a few hours,100%,N/A,f,https://a0.muscache.com/im/users/4234305/profile_pic/1353817702/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/4234305/profile_pic/1353817702/original.jpg?aki_policy=profile_x_medium,Cambridge,7,7,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,"Cambridge, Massachusetts, United States",North Cambridge,,42.39287,-71.12473,Entire house,Entire home/apt,6,,2 baths,2,4,"[""Private entrance"", ""Wifi"", ""Indoor fireplace"", ""Washer"", ""TV"", ""Long term stays allowed"", ""Free parking on premises"", ""Iron"", ""Kitchen"", ""Essentials"", ""Air conditioning"", ""Dryer"", ""Smoke alarm"", ""Hair dryer"", ""Carbon monoxide alarm"", ""Fire extinguisher""]",$118.00,91,1125,91,91,1125,1125,91.0,1125.0,,t,0,23,53,328,2021-02-26,0,0,0,,,,,,,,,,,f,1,1,0,0,
33551653,https://www.airbnb.com/rooms/33551653,20210225210417,2021-02-26,"Central Kendall Square Studio w/ Gym, W/D near MIT & River by Blueground","Discover the best of Cambridge, with this studio Kendall Square apartment with  views over the city. It’ll be easy to simply show up and start living in this modernly Blueground furnished apartment with its fully-equipped kitchen, comfortable living room, and our dedicated, on-the-ground support. (#BOS72)<br /><br /><b>The space</b><br />As with any Blueground apartment, you’ll find a thoughtfully designed space complete with beautiful furniture and a fully-equipped kitchen in this studio property. And, thanks to our superior quality mattresses, luxury linens, and towels, you can relax knowing you’ll always feel comfortably at home. When you’re ready for some fun, you can take in the Cambridge vibes or bring the entertainment to you with the premium wireless speaker or smart TV.  This apartment also offers in-apartment laundry.<br /><br /><br />Amenities<br /><br />Building amenities unique to this studio apartment include an on-site:<br />  <br />- Doorman<br />- Pet Friendly<br />- G","This furnished apartment is situated on Kendall Square at the intersection of Main Street and Broadway. The area hosts MIT and a variety of co-working spaces and incubators, ideal for bright young minds. It is home to a cutting-edge tech community and has thus become one of the world's most important tech and biotech centers. Farm-to-table restaurants and third-wave coffee joints have also found their places around this startup culture. The Cambridge neighborhood, which is a top destination for shopping, is centered around Kendall Square. The Kendall transit stop is only a 4-minute walk away via Main Street.",https://a0.muscache.com/pictures/f5952487-1cea-4366-9da8-f78c1574d68b.jpg,107434423,https://www.airbnb.com/users/show/107434423,Blueground,2016-12-16,"New York, New York, United States","Why take a chance picking & choosing between so many individual hosts when you can enjoy the highest-quality guest experience from one consistent host -- Blueground. We are a global real estate tech company offering +3500 fully-equipped & furnished apartments for a month, a year or longer across 12 cities and 3 continents. Centrally-based in vibrant neighborhoods, each home is tech-powered & furnished by our expert Interior Design teams. Enjoy at-home amenities like high-speed WiFi, a fully-stocked kitchen, smart TV, premium bedding/towels, quality toiletries, and depending on the apartment choice -- artisan coffee, bluetooth speakers & select building amenities such as pools, gyms & outdoor spaces. From meal, wine & grocery delivery to laundry & dry-cleaning right to your door, our guests can choose from a number of service benefits. Each apartment is safe & professionally sanitized.

During your stay
Driven by a mission to help you show up & start living, Blueground is proud to host thousands of guests around the world in the following cities: New York, Los Angeles, San Francisco, Boston, Chicago, Washington D.C., Seattle, Dubai, Istanbul, Paris, London and Athens.
Upon arrival, you’ll either be greeted personally by a Blueground team member or given self check-in instructions. The entire apartment is yours to enjoy; and for additional support, our Client Experience team is available via phone, email & our Guest App through which you can schedule additional cleanings, request fresh towels/linens, submit maintenance requests, and view neighborhood recommendations. We’ll share all details upon confirmation of your stay.

",within an hour,100%,99%,f,https://a0.muscache.com/im/pictures/user/04f5096b-3b2b-4fd4-b757-9ee51e687734.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/04f5096b-3b2b-4fd4-b757-9ee51e687734.jpg?aki_policy=profile_x_medium,Cambridge,1398,1398,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual', 'work_email']",t,t,"Cambridge, Massachusetts, United States",Area 2/MIT,,42.36288,-71.08784,Entire apartment,Entire home/apt,2,,1 bath,,1,"[""Lockbox"", ""Essentials"", ""Air conditioning"", ""Smoke alarm"", ""Gym"", ""Coffee maker"", ""Microwave"", ""Dryer"", ""Shampoo"", ""Hair dryer"", ""Heating"", ""Private entrance"", ""Wifi"", ""Elevator"", ""Washer"", ""TV"", ""BBQ grill"", ""Long term stays allowed"", ""Dishwasher"", ""Bed linens"", ""Kitchen"", ""Refrigerator"", ""Hangers"", ""Carbon monoxide alarm"", ""Hot water"", ""Iron"", ""Oven""]",$158.00,32,1125,32,730,1125,1125,702.8,1125.0,,t,0,29,59,334,2021-02-26,0,0,0,,,,,,,,,,"",t,41,41,0,0,
33596731,https://www.airbnb.com/rooms/33596731,20210225210417,2021-02-26,"Comfy Kendall Square 1BR w/ Gym, W/D near MIT & River by Blueground","Show up and start living from day one in Cambridge with this sophisticated one-bedroom Blueground apartment. You’ll love coming home to this thoughtfully furnished, beautifully designed, and fully-equipped Kendall Square home with stunning high floor views over the city. (#BOS73)<br /><br /><b>The space</b><br />Gorgeous furniture, fully-equipped kitchen, smart TV, and a premium wireless speaker are just a few of the amenities you’ll find inside this one-bedroom apartment. Ideally located in Cambridge, you’ll find a lot to love outside as well. When you’re ready to relax, you’ll be happy to discover every Blueground bedroom comes with superior quality mattresses, luxury linens, and cozy towels. We handle everything so you can simply show up and start living.  This apartment also offers in-apartment laundry.<br /><br /><br />Amenities<br /><br />Building amenities unique to this one-bedroom apartment include an on-site:<br />  <br />- Doorman<br />- Pet Friendly<br />- Gym<br />- Indoor","This furnished apartment is situated on Kendall Square at the intersection of Main Street and Broadway. The area hosts MIT and a variety of co-working spaces and incubators, ideal for bright young minds. It is home to a cutting-edge tech community and has thus become one of the world's most important tech and biotech centers. Farm-to-table restaurants and third-wave coffee joints have also found their places around this startup culture. The Cambridge neighborhood, which is a top destination for shopping, is centered around Kendall Square. The Kendall transit stop is only a 4-minute walk away via Main Street.",https://a0.muscache.com/pictures/e5284447-33d3-4446-b078-010d047bb7d6.jpg,107434423,https://www.airbnb.com/users/show/107434423,Blueground,2016-12-16,"New York, New York, United States","Why take a chance picking & choosing between so many individual hosts when you can enjoy the highest-quality guest experience from one consistent host -- Blueground. We are a global real estate tech company offering +3500 fully-equipped & furnished apartments for a month, a year or longer across 12 cities and 3 continents. Centrally-based in vibrant neighborhoods, each home is tech-powered & furnished by our expert Interior Design teams. Enjoy at-home amenities like high-speed WiFi, a fully-stocked kitchen, smart TV, premium bedding/towels, quality toiletries, and depending on the apartment choice -- artisan coffee, bluetooth speakers & select building amenities such as pools, gyms & outdoor spaces. From meal, wine & grocery delivery to laundry & dry-cleaning right to your door, our guests can choose from a number of service benefits. Each apartment is safe & professionally sanitized.

During your stay
Driven by a mission to help you show up & start living, Blueground is proud to host thousands of guests around the world in the following cities: New York, Los Angeles, San Francisco, Boston, Chicago, Washington D.C., Seattle, Dubai, Istanbul, Paris, London and Athens.
Upon arrival, you’ll either be greeted personally by a Blueground team member or given self check-in instructions. The entire apartment is yours to enjoy; and for additional support, our Client Experience team is available via phone, email & our Guest App through which you can schedule additional cleanings, request fresh towels/linens, submit maintenance requests, and view neighborhood recommendations. We’ll share all details upon confirmation of your stay.

",within an hour,100%,99%,f,https://a0.muscache.com/im/pictures/user/04f5096b-3b2b-4fd4-b757-9ee51e687734.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/04f5096b-3b2b-4fd4-b757-9ee51e687734.jpg?aki_policy=profile_x_medium,Cambridge,1398,1398,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual', 'work_email']",t,t,"Cambridge, Massachusetts, United States",East Cambridge,,42.36377,-71.08665,Entire apartment,Entire home/apt,2,,1 bath,1,1,"[""Lockbox"", ""Essentials"", ""Air conditioning"", ""Smoke alarm"", ""Gym"", ""Coffee maker"", ""Microwave"", ""Dryer"", ""Shampoo"", ""Hair dryer"", ""Heating"", ""Private entrance"", ""Wifi"", ""Elevator"", ""Washer"", ""TV"", ""BBQ grill"", ""Long term stays allowed"", ""Dishwasher"", ""Bed linens"", ""Kitchen"", ""Refrigerator"", ""Hangers"", ""Carbon monoxide alarm"", ""Hot water"", ""Iron"", ""Oven""]",$160.00,32,1125,32,730,1125,1125,704.3,1125.0,,t,0,0,0,250,2021-02-26,0,0,0,,,,,,,,,,"",t,41,41,0,0,
33692520,https://www.airbnb.com/rooms/33692520,20210225210417,2021-02-26,Sunny Bedroom at Harvard,"A spacious private bedroom in 3BR apartment located on Kirkland st, 7 min walk from Harvard sq (bus stop is 10 sec away). You'll be sharing kitchen and bathroom with 2 other roommates. We're friendly, neat, respectful, and we spend most of our time at school. The area is one of the safest area in Cambridge, has many cute restaurants/coffee shops. Grocery store (whole foods) is 5 min away by walk. Coin operated laundry and complementary gym is in the basement.<br /><br /><b>The space</b><br />A spacious private bedroom in 3BR apartment located on Kirkland st, 7 min walk from Harvard sq (bus stop is 10 sec away). You'll be sharing kitchen and bathroom with 2 other roommates. We're friendly, neat, respectful, and we spend most of our time at school. The area is one of the safest area in Cambridge, has many cute restaurants/coffee shops. Grocery store (whole foods) is 5 min away by walk. Coin operated laundry and complementary gym is in the basement.","This is one of the safest area in Boston/Cambridge, 5 min away from Harvard square, a couple of cute coffee shops are located just a block away, three grocery stores are located within 5-10 min walking distance.",https://a0.muscache.com/pictures/3079df9f-eba9-4add-b046-cb938e13d147.jpg,9928124,https://www.airbnb.com/users/show/9928124,Zayetta,2013-11-10,"Cambridge, Massachusetts, United States",Hello!  Great to meet you here.,within a few hours,100%,N/A,f,https://a0.muscache.com/im/pictures/user/92625e98-1e8b-4ca3-a239-7b871312cc71.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/92625e98-1e8b-4ca3-a239-7b871312cc71.jpg?aki_policy=profile_x_medium,Cambridge,3,3,"['email', 'phone', 'reviews', 'jumio', 'government_id']",t,t,"Cambridge, Massachusetts, United States",Agassiz,,42.37811,-71.10993,Private room in apartment,Private room,1,,1 shared bath,1,1,"[""Hangers"", ""Carbon monoxide alarm"", ""Shampoo"", ""Smoke alarm"", ""Dryer"", ""Dedicated workspace"", ""Free street parking"", ""Wifi"", ""Fire extinguisher"", ""First aid kit"", ""Heating"", ""Kitchen"", ""Host greets you"", ""Hair dryer"", ""Essentials"", ""Long term stays allowed"", ""Hot water"", ""Iron"", ""Washer""]",$40.00,91,700,91,91,1125,1125,91.0,1125.0,,t,30,60,90,365,2021-02-26,2,0,0,2019-09-01,2019-12-21,80,8,7,10,10,9,6,,t,2,0,2,0,0.11
33913038,https://www.airbnb.com/rooms/33913038,20210225210417,2021-02-26,"Studio 3--minute walk to subway, 1 free parking","*30+ day rental* Studio suite 3-minute walk to Red Line subway station and walking distance to Harvard Square. ***1 free parking spot included*** Enjoy the direct short train ride to Kendall Square, MIT, downtown Boston and other major destinations. Direct bus ride to Tufts. Steps to grocery stores, restaurants, theatre and great night scenes in Davis Square. Fresh linens and towels. 1 queen bed. 1 sofa bed. Updated bathroom. Coffee machine, WiFi. Shared deck.<br /><br /><b>The space</b><br />This gorgeous studio suite features a TV, a queen bed, sofa bed, a desk, a fridge, a microwave, coffee maker, an induction stove, utensils, pots, plates, pots and pans. The space is thoroughly cleaned before each check-in and supplied with fresh beddings and linens. Unit comes with free wifi, Netflix access. <br /><br />We offer shampoo, body wash, and conditioner, as well as one set of bath towel and hand towel for each guest. Guests have commented that our mattresses are very comfortable. Basic ","We are a 3-minute walk to grocery stores, subway, hardware store, bookstore and many restaurants. Our neighborhood is located on a quiet street, while providing the convenience of being literally steps to the Red Line Porter Square train station. We are about 15-minute walk to Harvard (or 1 stop after walking directly to the subway station across the street). If you take the subway or bus, you can get to Harvard in less than 10 minutes. Red Line also takes you directly to downtown Boston.<br /><br />We are also close to MIT/Kendall Square (3 stops), Central Square (2 stops), and downtown Boston (4 stops). There are many shops, bars and restaurants across the street near the subway station.<br /><br />You will be able to walk to grocery stores and pharmacy near the subway station in less than 5 minutes minutes, so you may enjoy the comfort of a quiet neighborhood and the convenience of shops nearby. Depending on what you're hoping to do while in town, we are happy to make suggestions an",https://a0.muscache.com/pictures/59a8cb43-72e1-4f69-b41e-608a22d91cfe.jpg,227996806,https://www.airbnb.com/users/show/227996806,Mary,2018-11-28,US,"Hi I’m Mary, a world traveler and educator. My co-host Yan helps me host from time to time. We want to make sure you have a great stay! :)",within an hour,100%,90%,f,https://a0.muscache.com/im/pictures/user/be92d7e0-fecd-499d-b387-0fb5c786453e.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/be92d7e0-fecd-499d-b387-0fb5c786453e.jpg?aki_policy=profile_x_medium,Cambridge,6,6,"['email', 'phone']",t,f,"Cambridge, Massachusetts, United States",North Cambridge,,42.39089,-71.12402,Entire guest suite,Entire home/apt,2,,1 bath,,2,"[""Dishes and silverware"", ""Essentials"", ""Air conditioning"", ""Smoke alarm"", ""Coffee maker"", ""Microwave"", ""Dryer"", ""Shampoo"", ""Hair dryer"", ""Heating"", ""Private entrance"", ""Wifi"", ""Dedicated workspace"", ""Washer"", ""TV"", ""Long term stays allowed"", ""Dishwasher"", ""Bed linens"", ""Refrigerator"", ""Hangers"", ""Carbon monoxide alarm"", ""Fire extinguisher"", ""Hot water"", ""Stove"", ""Iron"", ""Extra pillows and blankets""]",$70.00,32,1125,32,32,1125,1125,32.0,1125.0,,t,0,0,0,241,2021-02-26,0,0,0,,,,,,,,,,C0218280491,f,5,5,0,0,
33915066,https://www.airbnb.com/rooms/33915066,20210225210417,2021-02-26,34 - Walk To Harvard & Porter. Cute private room.,"Adorable room in 2 family in Huron Village, blocks from beautiful Fresh Pond & approx. 20 min walk (1 mi) to Harvard & Porter Sq's. 3 different bus lines to Harvard (72,74 & 78). Full-size memory foam mattress. Cute bathroom right across the hall.<br /><br /><b>The space</b><br />Adorable room in 2 family house in bucolic Huron Village, blocks from beautiful Fresh Pond & approx. 1 mi to Harvard & Porter Sq's. 3 different bus lines to Harvard (72,74 & 78). Full-size memory foam mattress.<br /><br /><b>Guest access</b><br />Their quarters, the restroom and the common kitchen with washer&dryer.<br /><br /><b>Other things to note</b><br />Wireless network: 101fayerweather<br />Password: 12345678","Extremely safe neighborhood.  Close to everything, including nature and shopping.",https://a0.muscache.com/pictures/27c4afaa-0a1f-498a-8162-0c6f0eb0b626.jpg,17028791,https://www.airbnb.com/users/show/17028791,M,2014-06-20,"San Diego, California, United States","We are a couple of lovebirds who love to travel, renting to other's who need a place to hang their hat near Harvard. We are currently living in San Diego, CA. Our property is professionally managed so everything is well taken care of.  Miguel grew up in this house, it is an amazing property and in the best area in all of Boston, the bucolic Huron Village neighborhood of West Cambridge.
",within a day,80%,39%,f,https://a0.muscache.com/im/pictures/user/54619daa-e34b-48db-b7e0-236c61a5cb2d.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/54619daa-e34b-48db-b7e0-236c61a5cb2d.jpg?aki_policy=profile_x_medium,Cambridge,7,7,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,"Cambridge, Massachusetts, United States",West Cambridge,,42.38326,-71.13651,Private room in apartment,Private room,1,,1 shared bath,1,1,"[""Wifi"", ""Dedicated workspace"", ""Washer"", ""Hot water"", ""Building staff"", ""Long term stays allowed"", ""Lock on bedroom door"", ""First aid kit"", ""Iron"", ""Kitchen"", ""Essentials"", ""Air conditioning"", ""Dryer"", ""Smoke alarm"", ""Hangers"", ""Hair dryer"", ""Carbon monoxide alarm"", ""Heating"", ""Fire extinguisher""]",$50.00,91,365,91,91,365,365,91.0,365.0,,t,29,59,89,364,2021-02-26,8,0,0,2019-05-29,2019-12-13,78,9,8,9,8,9,9,,f,6,4,2,0,0.38
33998489,https://www.airbnb.com/rooms/33998489,20210225210417,2021-02-26,Cozy apartment next to Central Sq/Harvard Sq/MIT,"Comfortable and cozy 2 bedroom apartment steps from Harvard Sq and Central Sq/MIT.  Two blocks from Mass Ave with coffee shops, restaurants, Whole Foods, Target, stores and Central Sq T station. 10 min Uber ride to downtown Boston. 15 min ride from Logan Airport($15-$20 Uber) <br />You will love the location!<br /><br /><b>The space</b><br />Make yourself at home and enjoy the space and comfort with complimentary coffee/tea and snacks! Both bedrooms have double beds. There are extra blankets/pillows in the closet. Kitchen has an open space concept with dining table and work desk. Feel free to use all kitchenware. There is shampoo,conditioner and body wash available in the bathroom as well.<br /><br /><b>Guest access</b><br />Both bedrooms, open space kitchen and bathroom are for guests use.<br /><br /><b>Other things to note</b><br />Apartment is on the 4th floor so please keep that in mind. Guest parking pass is provided for 3 days. There is also metered parking available in close pro",Find yourself in the heart of historical&modern Cambridge with Harvard University and MIT.,https://a0.muscache.com/pictures/ed09b508-dc61-4a2b-92a4-9b887e49ab89.jpg,256714221,https://www.airbnb.com/users/show/256714221,Anna,2019-04-18,"Boston, Massachusetts, United States","",within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/f6ca3380-93be-412a-82fe-8a8f89431c75.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/f6ca3380-93be-412a-82fe-8a8f89431c75.jpg?aki_policy=profile_x_medium,Cambridge,1,1,['phone'],t,f,"Cambridge, Massachusetts, United States",Mid-Cambridge,,42.36856,-71.10447,Entire apartment,Entire home/apt,4,,1 bath,2,2,"[""Lockbox"", ""Dishes and silverware"", ""Essentials"", ""Air conditioning"", ""Smoke alarm"", ""Coffee maker"", ""Microwave"", ""Dryer"", ""Shampoo"", ""Hair dryer"", ""Heating"", ""Wifi"", ""Dedicated workspace"", ""Washer"", ""Long term stays allowed"", ""Paid parking on premises"", ""First aid kit"", ""Dishwasher"", ""Bed linens"", ""Kitchen"", ""Shower gel"", ""Hangers"", ""Refrigerator"", ""Carbon monoxide alarm"", ""Paid parking off premises"", ""Cooking basics"", ""Hot water"", ""Stove"", ""Iron"", ""Oven"", ""Extra pillows and blankets""]",$156.00,5,1125,3,5,1125,1125,5.0,1125.0,,t,18,39,66,154,2021-02-26,80,25,1,2019-05-17,2021-01-31,98,10,10,10,10,10,9,,f,1,1,0,0,3.68
34126785,https://www.airbnb.com/rooms/34126785,20210225210417,2021-02-26,"Private Rm, 5-Min Walk to Harvard, 1 Month Minimum","- Clean & spacious room<br />- Minutes' walk to Harvard<br />- Utilities all inclusive<br />- Bike available for rent ($20 per month + $1 per additional day)<br /><br /><b>The space</b><br />WHAT I LIKE ABOUT THIS PLACE:<br />(1) INTELLECTUAL HUB <br />This condo unit is just minutes' walk from the world's best university - Harvard. The neighborhood perhaps has the country's greatest concentration of PhD's. Our place an ideal choice for people visiting Harvard or the Technology Square. <br /><br />(2) NEIGHBORHOOD<br />While my place is nestled in a safe, quiet residential neighborhood, it is surprisingly close to the vibrancy of Harvard Square and eateries in Kirkland Street (with a great selection of wonderful restaurants).<br /><br />(3) COMFORT<br />Your comfort is our priority. After a long day, we want you to pamper yourself with this Select Luxury 10-inch AirFlow Memory Foam mattress and star hotel bedlinen.<br /><br />(4) CLEANNESS<br />We hire professional cleaners to make you",,https://a0.muscache.com/pictures/0f11552d-3403-45e2-8d13-291587824de8.jpg,44086891,https://www.airbnb.com/users/show/44086891,Mindy,2015-09-13,"Cambridge, Massachusetts, United States","",N/A,N/A,N/A,f,https://a0.muscache.com/im/pictures/user/410f59e4-7a4c-4a70-bc35-7de4ab7fc03b.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/410f59e4-7a4c-4a70-bc35-7de4ab7fc03b.jpg?aki_policy=profile_x_medium,,5,5,"['email', 'phone', 'reviews', 'jumio', 'selfie', 'government_id', 'identity_manual', 'work_email']",t,t,,Agassiz,,42.37865,-71.1082,Private room in condominium,Private room,2,,1.5 shared baths,1,1,"[""Dishes and silverware"", ""Essentials"", ""Air conditioning"", ""Smoke alarm"", ""Microwave"", ""Lock on bedroom door"", ""Shampoo"", ""Hair dryer"", ""Heating"", ""Wifi"", ""Dedicated workspace"", ""Long term stays allowed"", ""Keypad"", ""Luggage dropoff allowed"", ""Bed linens"", ""Kitchen"", ""Refrigerator"", ""Hangers"", ""Carbon monoxide alarm"", ""Fire extinguisher"", ""Cooking basics"", ""Hot water"", ""Stove"", ""Iron""]",$52.00,30,1125,30,30,1125,1125,30.0,1125.0,,t,0,26,56,331,2021-02-26,4,0,0,2019-06-05,2019-08-13,100,10,9,10,9,10,10,,f,4,1,3,0,0.19
34127139,https://www.airbnb.com/rooms/34127139,20210225210417,2021-02-26,"Private Rm, 5-Min Walk to Harvard, 1 Month Minimum","- Clean & spacious room<br />- Minutes' walk to Harvard<br />- Utilities all inclusive<br />- Bike available for rent ($20 per month + $1 per additional day)<br /><br /><b>The space</b><br />WHAT I LIKE ABOUT THIS PLACE:<br />(1) INTELLECTUAL HUB <br />This condo unit is just minutes' walk from the world's best university - Harvard. The neighborhood perhaps has the country's greatest concentration of PhD's. Our place an ideal choice for people visiting Harvard or the Technology Square. <br /><br />(2) NEIGHBORHOOD<br />While my place is nestled in a safe, quiet residential neighborhood, it is surprisingly close to the vibrancy of Harvard Square and eateries in Kirkland Street (with a great selection of wonderful restaurants).<br /><br />(3) COMFORT<br />Your comfort is our priority. After a long day, we want you to pamper yourself with this Select Luxury 10-inch AirFlow Memory Foam mattress and star hotel bedlinen.<br /><br />(4) CLEANNESS<br />We hire professional cleaners to make you",,https://a0.muscache.com/pictures/2a2b5fd8-65b7-4e5f-bb0f-799201fbffff.jpg,44086891,https://www.airbnb.com/users/show/44086891,Mindy,2015-09-13,"Cambridge, Massachusetts, United States","",N/A,N/A,N/A,f,https://a0.muscache.com/im/pictures/user/410f59e4-7a4c-4a70-bc35-7de4ab7fc03b.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/410f59e4-7a4c-4a70-bc35-7de4ab7fc03b.jpg?aki_policy=profile_x_medium,,5,5,"['email', 'phone', 'reviews', 'jumio', 'selfie', 'government_id', 'identity_manual', 'work_email']",t,t,,Mid-Cambridge,,42.37755,-71.10749,Private room in condominium,Private room,2,,1.5 shared baths,1,1,"[""Dishes and silverware"", ""Essentials"", ""Air conditioning"", ""Smoke alarm"", ""Microwave"", ""Lock on bedroom door"", ""Shampoo"", ""Hair dryer"", ""Heating"", ""Wifi"", ""Dedicated workspace"", ""Long term stays allowed"", ""Keypad"", ""Luggage dropoff allowed"", ""Bed linens"", ""Kitchen"", ""Refrigerator"", ""Hangers"", ""Carbon monoxide alarm"", ""Fire extinguisher"", ""Cooking basics"", ""Hot water"", ""Stove"", ""Iron""]",$40.00,30,1125,30,30,1125,1125,30.0,1125.0,,t,26,26,26,299,2021-02-26,4,0,0,2019-04-29,2019-11-06,85,10,10,10,10,8,9,,f,4,1,3,0,0.18
34127149,https://www.airbnb.com/rooms/34127149,20210225210417,2021-02-26,"Private Rm, 5-Min Walk to Harvard, 1 Month Minimum","- Clean & spacious room<br />- Minutes' walk to Harvard<br />- Utilities all inclusive<br />- Bike available for rent ($20 per month + $1 per additional day)<br /><br /><b>The space</b><br />WHAT I LIKE ABOUT THIS PLACE:<br />(1) INTELLECTUAL HUB <br />This condo unit is just minutes' walk from the world's best university - Harvard. The neighborhood perhaps has the country's greatest concentration of PhD's. Our place an ideal choice for people visiting Harvard or the Technology Square. <br /><br />(2) NEIGHBORHOOD<br />While my place is nestled in a safe, quiet residential neighborhood, it is surprisingly close to the vibrancy of Harvard Square and eateries in Kirkland Street (with a great selection of wonderful restaurants).<br /><br />(3) COMFORT<br />Your comfort is our priority. After a long day, we want you to pamper yourself with this Select Luxury 10-inch AirFlow Memory Foam mattress and star hotel bedlinen.<br /><br />(4) CLEANNESS<br />We hire professional cleaners to make you",,https://a0.muscache.com/pictures/77677f7c-41a7-4928-b31e-7248c33eb78d.jpg,44086891,https://www.airbnb.com/users/show/44086891,Mindy,2015-09-13,"Cambridge, Massachusetts, United States","",N/A,N/A,N/A,f,https://a0.muscache.com/im/pictures/user/410f59e4-7a4c-4a70-bc35-7de4ab7fc03b.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/410f59e4-7a4c-4a70-bc35-7de4ab7fc03b.jpg?aki_policy=profile_x_medium,,5,5,"['email', 'phone', 'reviews', 'jumio', 'selfie', 'government_id', 'identity_manual', 'work_email']",t,t,,Mid-Cambridge,,42.37748,-71.10808,Private room in condominium,Private room,2,,1.5 shared baths,1,1,"[""Carbon monoxide alarm"", ""Smoke alarm"", ""Luggage dropoff allowed"", ""Air conditioning"", ""Fire extinguisher"", ""Heating"", ""Essentials"", ""Hot water"", ""Bed linens"", ""Refrigerator"", ""Kitchen"", ""Keypad"", ""Long term stays allowed"", ""Stove"", ""Hangers"", ""Dedicated workspace"", ""Dishes and silverware"", ""Cooking basics"", ""Microwave"", ""Iron"", ""Shampoo"", ""Wifi"", ""Lock on bedroom door"", ""Hair dryer""]",$40.00,30,1125,30,30,1125,1125,30.0,1125.0,,t,0,0,0,264,2021-02-26,3,0,0,2019-08-31,2020-02-02,93,9,9,10,9,10,9,,f,4,1,3,0,0.16
